DBA,BORO,CUISINE DESCRIPTION,GRADE,address_full,lat,long,VIOLATION CODE
MICHAEL'S PASTRY SHOP,BROOKLYN,Bakery,A,2923 AVENUE R 11229.0,40.6075797,-73.9434332,2
MICHELANGELO'S PIZZA,STATEN ISLAND,Pizza,A,860 POST AVE 10310.0,40.9774636,-73.8019059,3
MICHELLE RESTAURANT,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Z,125 AVENUE D 10009.0,40.724127100000004,-73.97596039999998,4
MID CHINA,BROOKLYN,Chinese,A,9409 5 AVENUE 11209.0,40.778016,-73.962986,2
MIDDLE EATS,MANHATTAN,Middle Eastern,A,171 W 23RD ST 10011.0,40.744125200000006,-73.99524860000002,1
MIDTOWN EXPRESS,QUEENS,Sandwiches/Salads/Mixed Buffet,A,11000 ROCKAWAY BOULEVARD 11420.0,40.671679499999996,-73.83345200000001,1
MIGHTY BOWL,MANHATTAN,Asian,A,817 2ND AVE 10017.0,40.7509701,-73.97158890000001,3
MIGHTY QUINN'S BBQ,MANHATTAN,Barbecue,A,225 LIBERTY ST 10280.0,0.0,0.0,2
MIKE & MAGGIE'S PIZZERIA,QUEENS,Pizza/Italian,A,1527 149 STREET 11357.0,40.786355900000004,-73.81604829999998,2
MIKE'S PIZZA & CATERING,QUEENS,Pizza,A,6107 UTOPIA PKWY 11365.0,40.7385854,-73.7927145,1
MILK & HONEY CAFE,BROOKLYN,Caf̩/Coffee/Tea,A,1119 NEWKIRK AVE 11230.0,40.6343373,-73.9661268,2
MIMI CHENG'S DUMPLINGS,MANHATTAN,Chinese,A,179 2ND AVE 10003.0,40.7307154,-73.9864618,2
MINI GALAXY,QUEENS,Caf̩/Coffee/Tea,A,178-02 JAMAICA AVENUE 11432.0,40.707770700000005,-73.78303790000001,2
MINT MASALA,MANHATTAN,Indian,Z,95 MACDOUGAL ST 10012.0,40.7295512,-74.00116070000001,7
MINT PORCH,BROOKLYN,Caribbean,A,2184 CLARENDON RD 11226.0,40.64240050000001,-73.9567847,2
MINT'S THAI KITCHEN,QUEENS,Thai,A,7015 AUSTIN STREET 11375.0,40.720862,-73.846375,2
MIRCH,QUEENS,Indian,Z,17227 HILLSIDE AVE 11432.0,40.7122549,-73.7894056,5
MIRIAM,BROOKLYN,Mediterranean,Z,79 5 AVENUE 11217.0,40.680147999999996,-73.97770489999998,5
MIS ANGELITOS BAKERY,BROOKLYN,Mexican,A,4003 5TH AVE 11232.0,40.650469799999996,-74.00445470000003,3
MITOUSHI JAPANESE SUSHI,BROOKLYN,Japanese,A,1221 QUENTIN ROAD 11229.0,40.60815039999999,-73.9602823,3
MK INTERNATIONAL,BROOKLYN,"Juice, Smoothies, Fruit Salads",A,5806 6TH AVE 11220.0,0.0,0.0,1
MOBAY JAMAICAN CUISINE,BRONX,Caribbean,A,4120A WHITE PLAINS RD 10466.0,40.89109819999999,-73.85827409999999,2
MOCANA BAKERY,MANHATTAN,Bakery,A,532 W 145TH ST 10031.0,40.8257689,-73.94959820000001,3
MODERN ORGANIZATION HUMAN DEVELOPMENT CENTER,BROOKLYN,Caribbean,A,10315 FARRAGUT RD 11236.0,40.6499989,-73.899377,2
MODHU MITA INDIAN RESTAURANT,MANHATTAN,Indian,Z,2546 7TH AVE 10039.0,40.75177480000001,-73.9900696,4
MOE'S SOUTHWEST GRILL & CHARLEYS PHILLY STEAKS,MANHATTAN,Mexican,A,1 PENN PLZ 10119.0,40.7512148,-73.9922255,2
MOJO LATIN,QUEENS,American,A,7020 AUSTIN STREET 11375.0,40.7205717,-73.8464128,3
MOKBAR,BROOKLYN,Korean,A,212 FLATBUSH AVE 11217.0,40.681172,-73.9756434,2
MOKJA,MANHATTAN,Korean,A,1663 1ST AVE 10028.0,40.777448,-73.94927679999998,3
MOLE CANTINA MEXICANA,MANHATTAN,Mexican,A,1735 2 AVENUE 10128.0,40.780337,-73.95033289999998,2
MOLLY'S,MANHATTAN,Irish,A,287 3 AVENUE 10010.0,40.738271000000005,-73.98325299999998,2
MOLO,STATEN ISLAND,Pizza,A,987 BAY ST 10305.0,40.6187265,-74.06910390000002,1
MOLOKO,BROOKLYN,American,A,705 MYRTLE AVE 11205.0,40.6949654,-73.95489599999998,2
MOMENTO'S PIZZA COFFEE SHOP,QUEENS,Pizza,A,4053 99TH ST 11368.0,40.7480407,-73.86553099999998,3
MONDAYOFF BY PLANT LOVE HOUSE,BROOKLYN,Thai,Z,752 CONEY ISLAND AVE 11218.0,40.6391724,-73.96892319999998,7
MONT BLANC 52,MANHATTAN,Other,Z,344 W 52ND ST 10019.0,40.763989200000005,-73.98678439999998,5
MONTE PIZZA,BRONX,Pizza,A,360 E 188TH ST 10458.0,40.8601368,-73.8939997,1
MONTESPINO RESTAURANT,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A,1309A BRONX RIVER AVE 10472.0,40.83161679999999,-73.88171820000001,2
MOODY'S CAFETERIA,MANHATTAN,American,A,250 GREENWICH STREET 10007.0,40.7134166,-74.0119311,4
MOONSTRUCK,MANHATTAN,American,A,244 MADISON AVENUE 10016.0,40.7501385,-73.98146650000001,3
MORANDI,MANHATTAN,Italian,A,211 WAVERLY PL 10014.0,40.73531699999999,-74.00142819999998,3
MORGAN LIBRARY,MANHATTAN,American,A,29 EAST   36 STREET 10016.0,40.74769879999999,-73.9783628,3
MORGAN'S BBQ,BROOKLYN,Barbecue,Z,267 FLATBUSH AVENUE 11217.0,40.679901,-73.9740845,3
MORIMOTO NY,MANHATTAN,Japanese,A,88 10 AVENUE 10011.0,40.74302400000001,-74.007189,3
MORINI OSTERIA ROMAGNOLA,MANHATTAN,Italian,A,218 LAFAYETTE STREET 10012.0,40.7220169,-73.99781569999998,2
MORRIS PARK BAKE SHOP,BRONX,Bakery,A,1007 MORRIS PARK AVE 10462.0,40.84843529999999,-73.8560344,3
MORTON'S THE STEAKHOUSE,MANHATTAN,American,A,5 EAST   45 STREET 10017.0,40.7547625,-73.97743609999998,2
MOSS CAFE,BRONX,Jewish/Kosher,A,3260 JOHNSON AVE 10463.0,40.885253999999996,-73.9099468,1
MOTEL MORRIS,MANHATTAN,American,Z,132 7TH AVE 10011.0,40.741018700000005,-73.9981632,4
MOTHER BURGER,MANHATTAN,Hamburgers,A,329 WEST   49 STREET 10019.0,40.7623763,-73.98787279999998,2
MOTHER PUGS SALOON,STATEN ISLAND,American,A,1371 FOREST AVENUE 10302.0,40.6256269,-74.13525899999998,1
MOTHERDOUGH,BROOKLYN,Pizza,A,72 7TH AVE 11217.0,40.6753698,-73.9751287,2
MOTI MAHAL DELUX,MANHATTAN,Indian,Z,1149 1 AVENUE 10065.0,40.7621148,-73.96038670000002,6
MR CHEN CHINESE RESTAURANT,QUEENS,Chinese,A,5905 MYRTLE AVENUE 11385.0,40.700664700000004,-73.89997159999999,3
MR WASABI,QUEENS,Japanese,A,4232 BELL BOULEVARD 11361.0,40.76184730000001,-73.77041229999998,3
MUGHLAI INDIAN CUISINE,MANHATTAN,Indian,Z,329 3RD AVE 10010.0,40.739686000000006,-73.982112,5
MY CUBAN SPOT,BROOKLYN,Spanish,A,488 CARROLL ST 11215.0,40.6769095,-73.9861281,2
MY GRILL BAR,BROOKLYN,Jewish/Kosher,Z,1022 AVENUE P 11223.0,40.609753600000005,-73.9628116,0
MY KITCHEN,QUEENS,Continental,A,10617 METROPOLITAN AVENUE 11375.0,40.709990000000005,-73.84639200000001,3
MY PIE,MANHATTAN,Pizza,A,690 LEXINGTON AVE 10022.0,40.760699,-73.969548,2
Mama Lupita's Bistro,BROOKLYN,Mexican,A,904 4TH AVE 11232.0,40.655989,-74.003119,2
May Kaidee East Broadway,MANHATTAN,Thai,A,215 E BROADWAY 10002.0,40.714063700000004,-73.98746949999999,2
Modoo-Chicken and Noodle Bar,QUEENS,Japanese,A,21617 NORTHERN BLVD 11361.0,40.761159,-73.765085,3
NANA RAMEN,BROOKLYN,Asian,A,330 MALCOLM X BLVD 11233.0,40.681551,-73.9289901,3
NANCY RESTAURANT,BROOKLYN,Spanish,A,2961 FULTON ST 11208.0,40.679862799999995,-73.88538989999998,3
NANO,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A,691 TENTH AVE 10036.0,40.76303,-73.993197,2
NANO BILLIARD CAFE,BRONX,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Z,185 EAST  167 STREET 10456.0,40.8344612,-73.91704680000002,6
NANYANG KITCHEN,QUEENS,Thai,A,5908 MAIN ST 11355.0,40.74363080000001,-73.82593349999998,1
NARGILA,MANHATTAN,Jewish/Kosher,A,1599 YORK AVE 10028.0,40.77500870000001,-73.9481287,3
NARUTO RAMEN,MANHATTAN,Japanese,A,2634 BROADWAY 10025.0,40.7969585,-73.96968659999999,2
NATHAN'S FAMOUS,BROOKLYN,American,A,1205 BOARDWALK 11224.0,0.0,0.0,2
NATHAN'S FAMOUS,BROOKLYN,Hotdogs,A,620 ATLANTIC AVENUE 11217.0,40.68264990000001,-73.97541319999998,0
NATHANS,BROOKLYN,American,A,620 ATLANTIC AVENUE 11217.0,40.68264990000001,-73.97541319999998,3
NATIONAL BAKERY,BRONX,Bakery,A,1617 WESTCHESTER AVENUE 10472.0,40.8297123,-73.8748702,3
NATIONAL DINER,BRONX,American,A,135 WESTCHESTER SQ 10461.0,40.839734,-73.84274359999998,3
NATIVIDAD RESTAURANT,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A,3766 103RD ST 11368.0,40.7514315,-73.8636006,2
NELLO,MANHATTAN,Italian,A,696 MADISON AVENUE 10065.0,40.7657971,-73.97007020000001,3
NEW 888 CHINA EXPRESS,MANHATTAN,Chinese,Z,88 E. BROADWAY 10002.0,40.7139708,-73.99422840000001,4
NEW BOK CHOY & ROLL,BROOKLYN,Asian,A,4703 AVENUE N 11234.0,41.8401723,-71.35444709999999,1
NEW BROOKLYN GYRO GUYS,BROOKLYN,Middle Eastern,A,4704 3RD AVE 11220.0,0.0,0.0,5
NEW CHENG'S ORIENTAL EXPRESS,QUEENS,Chinese,Z,4213 BOWNE ST 11355.0,40.7569145,-73.8215625,6
NEW CHINA  RESTAURANT,BROOKLYN,Chinese,Z,2107 CORTELYOU RD 11226.0,40.644122700000004,-73.95848450000003,4
NEW CHINA RESTAURANT,BROOKLYN,Chinese,A,271 NEPTUNE AVE 11235.0,40.5815044,-73.96342,3
NEW CHINA WOK,BROOKLYN,Chinese,Z,57 4TH AVE 11217.0,40.6826344,-73.97917640000001,5
NEW CHU'S GOURMET,BROOKLYN,Chinese,A,82 LIVINGSTON ST 11201.0,40.6912448,-73.9909583,1
NEW DRAGON,MANHATTAN,Chinese,A,2413A 2ND AVE 10035.0,40.8019801,-73.93447809999998,2
NEW DRAGON RESTAURANT,BROOKLYN,Chinese,A,47 N OXFORD ST 11205.0,40.69658099999999,-73.9753238,2
NEW ERA RESTAURANT & LOUNGE,BROOKLYN,Caribbean,Z,366 UTICA AVE 11213.0,40.665644799999995,-73.93173409999999,3
NEW EVERYBODY'S KITCHEN,STATEN ISLAND,Chinese,A,581 MIDLAND AVENUE 10306.0,40.572534000000005,-74.0928071,3
NEW FLUSHING BAKERY,QUEENS,Bakery,A,13545 ROOSEVELT AVENUE 11354.0,40.7595864,-73.83052070000001,3
NEW FOOD KING,BROOKLYN,Chinese,A,1460 ROCKAWAY PARKWAY 11236.0,40.6444918,-73.9018918,2
NEW HO WAH CHINESE,QUEENS,Chinese,A,4201 BROADWAY 11103.0,40.8488151,-73.938176,3
NEW HOUSE GARDEN RESTAURANT,BROOKLYN,Chinese,A,2102 AVENUE X 11235.0,40.592647799999995,-73.94893370000001,2
NEW ISLAND GARDEN,STATEN ISLAND,Chinese,A,823 CASTLETON AVE 10310.0,40.6348761,-74.1098762,3
NEW JIN GUANG HOUSE,BROOKLYN,Chinese,A,1086 DEKALB AVE 11221.0,40.693619899999995,-73.93091369999998,3
NEW LUCKY GARDEN,STATEN ISLAND,Chinese,Z,143 LAFAYETTE AVE 10301.0,42.966627,-85.66231599999998,3
NEW LUCKY STAR KITCHEN,QUEENS,Chinese,A,809 ASTORIA BLVD 11102.0,40.772746000000005,-73.932158,4
NEW MAURICE DELI,QUEENS,Delicatessen,A,5904 55TH DR 11378.0,40.7259351,-73.9086714,2
NEW MEXICO PLACE,BROOKLYN,Mexican,A,189 GRAHAM AVENUE 11206.0,40.7085211,-73.94358790000001,3
NEW NEIGHBOR CHINESE RESTAURANT,BROOKLYN,Chinese,Z,1404 CORTELYOU RD 11226.0,40.64069569999999,-73.9649927,6
NEW PARKWAY RESTAURANT,BROOKLYN,American,Z,7504 13 AVENUE 11228.0,40.620239399999996,-74.0078288,5
NEW PEKING,BROOKLYN,Chinese,A,344 CLASSON AVENUE 11238.0,40.688736999999996,-73.96012440000001,3
NEW PINANG,QUEENS,Asian,A,11110 QUEENS BLVD 11375.0,40.7183369,-73.8374673,2
NEW PLAZA CAFE,QUEENS,American,A,4209 28TH ST 11101.0,40.749357200000006,-73.93906190000001,1
NEW POLODOS LOUNGE,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A,138-11 JAMAICA AVE 11435.0,40.69982299999999,-73.81241899999998,1
NEW RANCHITO,MANHATTAN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Z,924 AMSTERDAM AVENUE 10025.0,40.8000976,-73.9662705,3
NEW SHANGHAI CHINESE RESTAURANT,QUEENS,Chinese,A,12502 84TH RD 11415.0,40.70795579999999,-73.8269502,2
NEW SHANGHAI TIDE RESTAURANT,QUEENS,Chinese,Z,13520 40TH RD 11354.0,40.7584609,-73.83075199999998,5
NEW SIU'S KITCHEN,BROOKLYN,Chinese,A,4324 CHURCH AVENUE 11203.0,40.6512245,-73.93632649999998,3
NEW SPRING BOY CHINESE RESTAURANT,MANHATTAN,Chinese,Z,81 ALLEN STREET 10002.0,40.7180094,-73.99134149999998,6
NEW SPRING GARDEN,QUEENS,Chinese,A,9426 ROOSEVELT AVE 11372.0,40.7488236,-73.8714224,1
NEW STAR BAKERY,QUEENS,Bakery,Z,4121A KISSENA BLVD 11355.0,40.748755700000004,-73.8171071,4
NEW SUKI SUSHI,BROOKLYN,Japanese,A,9208 3RD AVE 11209.0,40.6191325,-74.03315649999998,3
NEW TERRITORIES,MANHATTAN,"Ice Cream, Gelato, Yogurt, Ices",Z,190 ORCHARD ST 10002.0,40.7220833,-73.9879844,4
NEW YORK SOON DAE,QUEENS,Korean,A,15815 NORTHERN BLVD 11358.0,40.763557,-73.8067772,2
NEW YORK SPA & SAUNA CAFE,QUEENS,Korean,Z,149-06 NORTHERN BLVD 11354.0,40.7651402,-73.8168639,4
NEW YORK STOCK EXCHANGE EXECUTIVE SERVICES,MANHATTAN,American,A,11 WALL ST 10005.0,40.7068661,-74.01131889999998,2
NEWKIRK FRUIT,BROOKLYN,Fruits/Vegetables,A,17 NEWKIRK PLZ 11226.0,40.6348653,-73.96246719999998,3
NIAGARA/ LOVERS OF TODAY/ SISTER MIDNIGHT,MANHATTAN,American,A,112 AVENUE A 10009.0,40.7258338,-73.98339320000001,3
NICK GARDEN COFFEE SHOP,BRONX,Caf̩/Coffee/Tea,A,2953 WEBSTER AVENUE 10458.0,40.867714500000005,-73.883449,2
NICK'S GOURMET DELI,BRONX,American,Z,7415 DITMARS BOULEVARD nan,40.768662,-73.894707,4
NICKOLAS' DELI RESTAURANT,QUEENS,Spanish,Z,6945 51ST AVE 11377.0,40.735688399999994,-73.8946053,7
NICKY'S COFFEE SHOP,BRONX,American,A,3140 BAINBRIDGE AVENUE 10467.0,40.874845799999996,-73.87920940000001,2
NIGHT MARKET BBQ,QUEENS,Chinese,Z,4506 PARSONS BLVD 11355.0,40.755390999999996,-73.8156819,5
NIKKO HIBACHI STEAKHOUSE & LOUNGE,QUEENS,Asian,Z,177-15/21 UNION TPKE nan,40.72638680000001,-73.7904537,6
NINGBO CAFE,MANHATTAN,Chinese,Z,21 S END AVE 10280.0,40.708132899999995,-74.017798,5
NIO'S WEST INDIAN RESTAURANT & BAKERY,BROOKLYN,Caribbean,A,2702 CHURCH AVENUE 11226.0,40.6505685,-73.9522691,3
NIRVANA,BROOKLYN,Middle Eastern,A,2340 CONEY ISLAND AVENUE 11223.0,40.5999049,-73.9615718,2
NISHIDA SHO-TEN,MANHATTAN,Japanese,Z,302 E 49TH ST 10017.0,40.7539643,-73.96868979999998,1
NITTIS,MANHATTAN,Italian,A,523 9TH AVE 10018.0,40.75673870000001,-73.99417009999998,2
NO BODY'S PIZZA,BRONX,Pizza/Italian,A,136 ALEXANDER AVE 10454.0,40.807227000000005,-73.926808,2
NO. 142 BAR,MANHATTAN,American,A,142 SULLIVAN ST 10012.0,40.7271061,-74.002213,3
NOCHES DE PALENQUE,BRONX,Mexican,A,561 SOUTHERN BLVD 10455.0,40.8126658,-73.90323529999998,3
NOI DUE CARNE,MANHATTAN,Jewish/Kosher,A,141 W 69TH ST 10023.0,40.776247999999995,-73.9814763,3
NOODLE HOUSE,QUEENS,Chinese,A,5609 MARATHON PKWY 11362.0,40.7603135,-73.7313258,3
NOODLE VILLAGE,MANHATTAN,Chinese,Z,13 MOTT ST 10013.0,40.7141401,-73.998918,11
NORMAN CAFE,BROOKLYN,Vegetarian,Z,93 NORMAN AVE 11222.0,40.725696500000005,-73.95151539999998,5
NORTH CLUB LOUNGE,BROOKLYN,American,A,620 ATLANTIC AVENUE 11217.0,40.68264990000001,-73.97541319999998,0
NOSH EXPRESS,BROOKLYN,Jewish/Kosher,A,2817 NOSTRAND AVENUE 11229.0,40.615508,-73.94450140000001,2
NOSTRO RISTORANTE,BROOKLYN,Italian,A,710 5TH AVE 11215.0,40.6607834,-73.9943661,2
NOT GUILTY DELICATESSEN,STATEN ISLAND,Delicatessen,Z,19 HYATT ST 10301.0,40.6420651,-74.07707649999998,5
NOVELTY EATS,BRONX,American,A,1765 CROSBY AVE 10461.0,40.846572200000004,-73.8323581,3
NOVITA,MANHATTAN,Italian,A,102 EAST   22 STREET 10010.0,40.739273499999996,-73.9865086,2
NUEVA AMBATENITA LA ESQUINA DEL SABOR,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A,3924 108 STREET 11368.0,40.750763299999996,-73.85904169999998,4
NUEVA NUTRICION,QUEENS,"Juice, Smoothies, Fruit Salads",A,10022 37TH AVE 11368.0,40.752536,-73.86629099999998,1
NUEVO TULCINGO AZTECA,BRONX,Mexican,A,134 E 170TH ST 10452.0,40.83897899999999,-73.9150561,3
NUHMA,QUEENS,American,A,3315 GREENPOINT AVE 11101.0,40.735978700000004,-73.93440190000001,3
NUMERO 28 PIZZERIA,MANHATTAN,Italian,Z,2628 CARMINE STREET nan,40.7300573,-74.00335869999998,2
NUNZIO PIZZERIA'S,STATEN ISLAND,Pizza/Italian,A,2155 HYLAN BOULEVARD 10306.0,40.5779615,-74.102684,2
NUSRET STEAKHOUSE,MANHATTAN,Turkish,A,51 W 52ND ST 10019.0,40.7611804,-73.97881939999998,3
NUTRIPAN #2,QUEENS,Spanish,A,8844 SUTPHIN BLVD 11435.0,40.703876,-73.8089468,1
NY FAMILY PIZZA,STATEN ISLAND,Pizza/Italian,A,1880 HYLAN BLVD 10305.0,40.58317830000001,-74.0952882,2
NY GYRO XPRESS,MANHATTAN,Mediterranean,Z,154 8TH AVE 10011.0,40.7419222,-74.00064239999998,3
NYLO NYC,MANHATTAN,American,A,2178 BROADWAY 10024.0,40.7822187,-73.98058950000001,2
Nicky's Vietnamese Sandwiches,BROOKLYN,Sandwiches/Salads/Mixed Buffet,Z,272 GRAND ST 11211.0,40.7130626,-73.9581853,8
O.B'S BAKERY,QUEENS,Bakery,A,16576 BAISLEY BOULEVARD 11434.0,40.6784161,-73.77665920000001,3
OASIS CAFE,BROOKLYN,Polish,Z,2689 CONEY ISLAND AVENUE 11235.0,40.591006,-73.96035490000001,3
OBSESSIVE CHOCOLATE DISORDER,MANHATTAN,Nuts/Confectionary,A,63 E 4TH ST 10003.0,40.726928799999996,-73.9907083,2
OCAFE,MANHATTAN,Caf̩/Coffee/Tea,A,482 AVENUE OF THE AMERICAS 10011.0,40.7357907,-73.99770620000001,2
OCEANVIEW BITES,BROOKLYN,American,A,BOARDWALK AT WEST 8TH STREET 11224.0,0.0,0.0,3
OCHI JERK PLACE,QUEENS,Caribbean,A,12614 MERRICK BLVD 11434.0,40.6815283,-73.7662181,2
ODDFELLOWS ICE CREAM,MANHATTAN,"Ice Cream, Gelato, Yogurt, Ices",A,75 E 4TH ST 10003.0,40.726749299999994,-73.9902053,2
OKAWA,QUEENS,Japanese,A,7705A 37TH AVE 11372.0,40.74942479999999,-73.88867370000001,3
OLD TBILISI,MANHATTAN,Mediterranean,A,174 BLEECKER ST 10012.0,40.7287958,-74.0007921,2
OLGA'S PIZZA,MANHATTAN,Pizza,A,3409 BROADWAY 10031.0,40.908288,-73.896564,2
OLIVE GARDEN,MANHATTAN,Italian,Z,2 TIMES SQUARE 10036.0,40.7596193,-73.9846788,4
OLIVE TREE,MANHATTAN,American,Z,1420 BROADWAY 10018.0,40.7538826,-73.9867964,9
OLIVE TREE CAFE & COMEDY CELLAR,MANHATTAN,American,A,117 MAC DOUGAL STREET 10012.0,40.73020020000001,-74.0005639,2
OLMSTED CAFETERIA,QUEENS,American,A,11702 ROOSEVELT AVENUE 11368.0,40.748758,-73.87330299999998,3
OLYMPIA,QUEENS,American,A,2344 STEINWAY STREET 11105.0,40.7702979,-73.909634,3
ONE TWO FREE SUSHI,BROOKLYN,Japanese,A,318 CORTELYOU RD 11218.0,40.6381096,-73.97578299999998,3
ONE UP BISTRO,MANHATTAN,Delicatessen,A,1404 MADISON AVE 10029.0,40.788154,-73.9536553,4
OOKI SUSHI,MANHATTAN,Japanese,Z,1575 3 AVENUE 10128.0,40.780239400000006,-73.952629,4
OPEN RICE CHINESE SEAFOOD RESTAURANT,BROOKLYN,Chinese,A,4418 8TH AVE 11220.0,40.644192100000005,-74.000733,2
ORCHARD BEACH SNACK BAR SECTION #7,BRONX,Caf̩/Coffee/Tea,A,1 ORCHARD BEACH RD 10464.0,40.8654451,-73.8043505,3
ORCHARD BEACH SNACK BAR SECTION 10,BRONX,Caf̩/Coffee/Tea,A,1 ORCHARD BEACH RD 10464.0,40.8654451,-73.8043505,2
ORIENTAL CHINESE RESTAURANT,MANHATTAN,Chinese,A,3774 BROADWAY 10032.0,40.833729600000005,-73.94476800000001,1
ORIGINAL VEGETARIAN RESTAURANT,BROOKLYN,Vegetarian,A,752 NOSTRAND AVENUE 11216.0,40.6729804,-73.95042480000001,3
OSCAR WILDE'S,MANHATTAN,American,A,45 W 27TH ST 10001.0,40.7452348,-73.98996729999999,2
OSLO COFFEE ROASTERS,BROOKLYN,Caf̩/Coffee/Tea,A,133 ROEBLING STREET 11211.0,40.714653399999996,-73.9566676,2
OTIS,BROOKLYN,American,A,18 HARRISON PL 11206.0,40.7060683,-73.93261,2
OUSIA,MANHATTAN,Greek,A,629 W 57TH ST 10019.0,40.7709893,-73.9925681,2
OUTBACK STEAKHOUSE,BROOKLYN,Steak,Z,1475 86 STREET 11228.0,40.6120245,-74.00930939999998,4
OUTPOST CAFE,BROOKLYN,Caf̩/Coffee/Tea,Z,1014 FULTON ST 11238.0,40.68189160000001,-73.960309,4
OVENLY,MANHATTAN,Bakery,A,230 PARK AVENUE 10169.0,40.754432200000004,-73.9759157,1
OXBOW TAVERN,MANHATTAN,American,A,240 COLUMBUS AVENUE 10023.0,40.7769784,-73.97935279999999,2
OYSTER BAR,MANHATTAN,Seafood,A,0 GRAND CENTRAL TERMINAL 10017.0,40.752726200000005,-73.97722940000001,4
PA PA THAI CUISINE,MANHATTAN,Thai,A,1069 1ST AVE 10022.0,40.7593353,-73.962508,1
PACKSUN HALAL CHICKEN,BRONX,Bangladeshi,A,2160 WESTCHESTER AVE 10462.0,40.833971399999996,-73.8523307,2
PADDY G'S,QUEENS,American,Z,8634 BROADWAY 11373.0,40.737632399999995,-73.8775048,4
PADISHAH RESTAURANT,BROOKLYN,Middle Eastern,A,1920 AVE U 11229.0,40.5991166,-73.9518713,1
PAHAL ZAN RESTAURANT,QUEENS,Jewish/Kosher,A,10612 CONTINENTAL AVE 11375.0,40.7197547,-73.8448655,2
PAISANO'S BURGER,BROOKLYN,American,A,620 ATLANTIC AVENUE 11217.0,40.68264990000001,-73.97541319999998,2
PAISANO'S BUTCHER BURGER/WEIGHT WATCHER,BROOKLYN,Hamburgers,A,620 ATLANTIC AVENUE 11217.0,40.68264990000001,-73.97541319999998,2
PAISANOS BURGERSMELT,BROOKLYN,Hamburgers,A,620 ATLANTIC AVENUE 11217.0,40.68264990000001,-73.97541319999998,2
PALADARES BAKERY & RESTAURANT,QUEENS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",Z,4107 NATIONAL STREET 11368.0,40.7484526,-73.8629728,4
PALERMO RESTAURANT & BAR,QUEENS,Italian,A,23-92 21 STREET 11105.0,40.77704809999999,-73.9214503,1
PALM BAY BAR,BROOKLYN,"Bottled beverages, including water, sodas, juices, etc.",A,620 ATLANTIC AVENUE 11217.0,40.68264990000001,-73.97541319999998,1
PANADERIA COATZINGO,QUEENS,Bakery,Z,7611 ROOSEVELT AVENUE 11372.0,40.747260600000004,-73.8891451,4
PANCA,MANHATTAN,Peruvian,Z,92 7 AVENUE SOUTH 10014.0,40.7328282,-74.00350470000001,4
PANDA CAFE,QUEENS,Asian,A,8331 BROADWAY 11373.0,40.740722999999996,-73.879018,3
PANDA DELIGHT CHINESE RESTAURANT,BROOKLYN,Chinese,A,121 SMITH STREET 11201.0,32.7853807,-79.943469,1
PANDA EXPRESS,MANHATTAN,Chinese,A,1277 1ST AVE 10065.0,40.765817,-73.9577133,2
PANDA GARDEN,QUEENS,Chinese,A,14701 UNION TPKE 11367.0,40.7184532,-73.8150948,1
PANDA HOUSE,BROOKLYN,Chinese,A,530D CONDUIT BLVD 11208.0,40.67674829999999,-73.8695412,4
PANDA HOUSE,QUEENS,Chinese,A,20402 HILLSIDE AVENUE 11423.0,40.7201488,-73.76084490000001,2
PANDA HOUSE @1638 BEDFORD AVENUE,BROOKLYN,American,A,1638 BEDFORD AVE 11225.0,40.6670846,-73.95774899999998,2
PANERA BREAD,MANHATTAN,American,A,4 WEST   40 STREET 10018.0,40.7563598,-73.9923993,2
PAPA JOHNS,BRONX,Pizza,A,2241 WESTCHESTER AVE 10462.0,40.8345799,-73.85070999999998,2
PARIS BAGUETTE,MANHATTAN,Bakery,A,591 LEXINGTON AVE 10022.0,40.7575745,-73.9713695,1
PARIS BAGUETTE,MANHATTAN,French,A,1270 LEXINGTON AVE 10028.0,40.77911629999999,-73.95608100000003,2
PARIS BLUES,MANHATTAN,American,A,2021 7 AVENUE 10027.0,40.806363399999995,-73.9497982,2
PARK AVENUE LUNCHEONETTE,BROOKLYN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A,131 PARK AVENUE 11205.0,40.6964198,-73.9742563,2
PARK AVENUE WINTER,MANHATTAN,American,A,360 PARK AVENUE SOUTH 10010.0,40.7420445,-73.98536800000001,3
PARK BILLIARDS,BRONX,American,Z,2020 WHITE PLAINS ROAD 10462.0,40.8507889,-73.86749689999998,4
PARKER & QUINN,MANHATTAN,American,A,63 WEST 38TH STREET 10018.0,40.75242009999999,-73.9851958,3
PARKSIDE COFFEE SHOP,BROOKLYN,American,A,188 PARKSIDE AVE 11226.0,40.654914,-73.9612171,2
PARKWAY PIZZA,QUEENS,Pizza,A,1905 UTOPIA PKWY 11357.0,40.7802765,-73.79369150000001,2
